placestate	industry	year	growthdeals
State College, PA	Medical/Health/Life Science	2008	1
New Haven, CT	Information Technology	1985	1
Madison, WI	Medical/Health/Life Science	1995	2
Mountain View, CA	Non-High Technology	2018	2
Arlington, VA	Information Technology	2005	3
New Haven, CT	Medical/Health/Life Science	1999	1
Salt Lake City, UT	Information Technology	2004	1
Westborough, MA	Non-High Technology	1998	1
San Francisco, CA	Medical/Health/Life Science	2016	10
Fremont, CA	Medical/Health/Life Science	2004	4
Providence, RI	Information Technology	1983	2
Los Angeles, CA	Medical/Health/Life Science	2016	2
Austin, TX	Non-High Technology	1984	1
Irvine, CA	Medical/Health/Life Science	2004	2
San Diego, CA	Medical/Health/Life Science	2006	14
San Jose, CA	Non-High Technology	2016	3
Austin, TX	Information Technology	1992	1
New York, NY	Non-High Technology	1992	6
Newark, CA	Information Technology	2011	1
Boston, MA	Information Technology	1996	8
Boston, MA	Non-High Technology	1994	3
Minneapolis, MN	Non-High Technology	1987	1
South San Francisco, CA	Medical/Health/Life Science	2019	10
Plano, TX	Information Technology	1982	1
Memphis, TN	Non-High Technology	2000	1
Scottsdale, AZ	Medical/Health/Life Science	1990	1
San Mateo, CA	Medical/Health/Life Science	2006	2
Torrance, CA	Medical/Health/Life Science	1984	1
Longmont, CO	Information Technology	1988	1
Pinehurst, MA	Information Technology	1983	3
Alpharetta, GA	Information Technology	2003	2
State College, PA	Information Technology	2009	1
San Mateo, CA	Non-High Technology	2004	2
Palo Alto, CA	Medical/Health/Life Science	2002	3
Minneapolis, MN	Information Technology	1997	3
Irvine, CA	Medical/Health/Life Science	2009	1
Mountain View, CA	Medical/Health/Life Science	2017	2
Broomfield, CO	Medical/Health/Life Science	2008	1
Houston, TX	Medical/Health/Life Science	1990	2
Richardson, TX	Information Technology	1986	3
Longmont, CO	Non-High Technology	2002	1
Peachtree Corners, GA	Information Technology	2005	1
Seattle, WA	Information Technology	2020	24
St. Paul, MN	Information Technology	2013	2
Cleveland, OH	Medical/Health/Life Science	1996	1
Albuquerque, NM	Information Technology	2006	1
Menlo Park, CA	Medical/Health/Life Science	2000	1
Menlo Park, CA	Medical/Health/Life Science	1984	1
Boulder, CO	Medical/Health/Life Science	2007	2
Peachtree Corners, GA	Information Technology	1992	1
Beverly Hills, CA	Information Technology	2013	1
San Antonio, TX	Medical/Health/Life Science	2009	2
Dallas, TX	Information Technology	1981	2
Foster City, CA	Information Technology	1983	1
Beverly Hills, CA	Information Technology	2016	1
Addison, TX	Information Technology	1987	1
Morrisville, NC	Medical/Health/Life Science	2000	1
South San Francisco, CA	Medical/Health/Life Science	1995	1
Dallas, TX	Information Technology	2016	2
Orem, UT	Information Technology	2010	1
Sunnyvale, CA	Medical/Health/Life Science	2006	3
Oklahoma City, OK	Information Technology	1996	1
South Plainfield, NJ	Information Technology	2013	1
Menlo Park, CA	Medical/Health/Life Science	2003	2
Beverly, MA	Information Technology	2009	1
Chicago, IL	Non-High Technology	1989	4
Cambridge, MA	Information Technology	2007	11
State College, PA	Information Technology	2001	1
Woburn, MA	Medical/Health/Life Science	2006	1
Charlotte, NC	Non-High Technology	2004	1
Franklin, TN	Information Technology	2019	1
Palo Alto, CA	Medical/Health/Life Science	2003	3
Mountain View, CA	Medical/Health/Life Science	1991	2
Rockville, MD	Medical/Health/Life Science	2014	1
Orem, UT	Non-High Technology	1988	1
Menlo Park, CA	Medical/Health/Life Science	1989	4
San Diego, CA	Information Technology	1988	3
Longmont, CO	Information Technology	2008	1
Campbell, CA	Medical/Health/Life Science	2017	2
Boulder, CO	Information Technology	2013	1
Austin, TX	Information Technology	2016	26
Newport Beach, CA	Medical/Health/Life Science	1994	1
Madison, WI	Medical/Health/Life Science	1987	1
Chesterbrook, PA	Information Technology	1984	1
Santa Ana, CA	Information Technology	1995	1
Irvine, CA	Medical/Health/Life Science	1998	2
Rockville, MD	Information Technology	1982	1
San Jose, CA	Information Technology	2013	8
Stamford, CT	Non-High Technology	1999	2
San Mateo, CA	Non-High Technology	2005	1
Washington, DC	Information Technology	1983	1
Louisville, CO	Medical/Health/Life Science	1998	1
Bethesda, MD	Medical/Health/Life Science	2003	1
Durham, NC	Medical/Health/Life Science	1989	1
Los Altos, CA	Information Technology	1999	1
Los Altos, CA	Information Technology	1997	2
Dallas, TX	Non-High Technology	1990	2
Redmond, WA	Information Technology	1982	1
Palo Alto, CA	Information Technology	1995	5
Boulder, CO	Information Technology	2000	8
Boulder, CO	Information Technology	2014	5
Alpharetta, GA	Information Technology	2017	2
Belmont, CA	Information Technology	2007	1
Sunnyvale, CA	Medical/Health/Life Science	2010	2
Atlanta, GA	Medical/Health/Life Science	2010	2
Santa Rosa, CA	Medical/Health/Life Science	1997	1
San Jose, CA	Non-High Technology	1993	1
Detroit, MI	Non-High Technology	2007	2
Denver, CO	Information Technology	2004	5
Champaign, IL	Medical/Health/Life Science	2004	1
Hillsboro, OR	Medical/Health/Life Science	2015	1
Austin, TX	Information Technology	1981	1
New York, NY	Information Technology	2004	26
Lexington, MA	Information Technology	2004	1
Florence-Graham, CA	Medical/Health/Life Science	2014	1
West Hollywood, CA	Non-High Technology	2020	1
Cambridge, MA	Non-High Technology	2014	2
Brentwood, TN	Non-High Technology	2004	1
San Mateo, CA	Information Technology	1996	8
Boston, MA	Non-High Technology	2019	3
Chesterbrook, PA	Medical/Health/Life Science	2019	1
Newton, MA	Medical/Health/Life Science	2020	2
Tigard, OR	Non-High Technology	2008	1
Pittsburgh, PA	Non-High Technology	1985	1
Germantown, MD	Information Technology	2005	2
Tysons Corner, VA	Information Technology	2018	2
Austin, TX	Non-High Technology	1997	1
Redwood City, CA	Medical/Health/Life Science	2007	4
Carlsbad, CA	Information Technology	2005	1
Berkeley, CA	Information Technology	1998	1
Boston, MA	Medical/Health/Life Science	2019	16
Cupertino, CA	Information Technology	1991	1
Sacramento, CA	Medical/Health/Life Science	2012	1
Redwood City, CA	Medical/Health/Life Science	1991	2
Fort Worth, TX	Non-High Technology	2006	1
Redmond, WA	Information Technology	1996	1
Hayward, CA	Non-High Technology	1987	1
Columbia, MD	Medical/Health/Life Science	1986	1
Boston, MA	Medical/Health/Life Science	2001	1
Madison, WI	Information Technology	2019	5
Needham, MA	Medical/Health/Life Science	2017	1
Alameda, CA	Medical/Health/Life Science	2016	1
Somerville, MA	Information Technology	1997	1
Los Angeles, CA	Non-High Technology	2003	1
San Ramon, CA	Information Technology	1998	1
Costa Mesa, CA	Information Technology	1989	1
San Rafael, CA	Non-High Technology	1998	1
Waltham, MA	Information Technology	2016	2
Phoenix, AZ	Non-High Technology	1989	2
Reston, VA	Medical/Health/Life Science	2000	1
Andover, MA	Non-High Technology	1998	2
New York, NY	Medical/Health/Life Science	1989	1
Germantown, MD	Information Technology	2010	1
Cambridge, MA	Non-High Technology	1982	2
South Plainfield, NJ	Information Technology	2000	3
Arlington, VA	Information Technology	2013	5
Franklin, TN	Information Technology	2013	1
San Mateo, CA	Medical/Health/Life Science	2001	1
Jersey City, NJ	Non-High Technology	2018	1
Belmont, CA	Medical/Health/Life Science	2005	1
Memphis, TN	Information Technology	1983	1
Shelton, CT	Medical/Health/Life Science	1989	1
Alpharetta, GA	Information Technology	2010	2
Beverly Hills, CA	Information Technology	2004	1
Tempe, AZ	Non-High Technology	1991	1
Fremont, CA	Non-High Technology	2007	2
Houston, TX	Information Technology	2017	4
Santa Clara, CA	Information Technology	2012	16
San Jose, CA	Information Technology	1997	32
Menlo Park, CA	Medical/Health/Life Science	1993	4
Carmel, IN	Information Technology	2018	1
Boston, MA	Information Technology	1997	14
Raleigh, NC	Information Technology	2020	4
Los Altos, CA	Medical/Health/Life Science	2013	2
San Jose, CA	Information Technology	2007	12
Chicago, IL	Non-High Technology	2007	3
Salt Lake City, UT	Information Technology	2001	1
San Diego, CA	Medical/Health/Life Science	2000	15
Los Angeles, CA	Non-High Technology	1989	1
Menlo Park, CA	Medical/Health/Life Science	2007	5
Portland, ME	Information Technology	1999	1
Bellevue, WA	Information Technology	1998	6
Pleasanton, CA	Information Technology	2015	1
San Mateo, CA	Information Technology	2016	16
Dallas, TX	Non-High Technology	2000	3
Fremont, CA	Information Technology	1999	21
Charlotte, NC	Non-High Technology	2015	1
Cincinnati, OH	Non-High Technology	2017	1
Andover, MA	Information Technology	1983	1
Birmingham, AL	Medical/Health/Life Science	1997	3
Los Angeles, CA	Medical/Health/Life Science	2020	2
Jersey City, NJ	Information Technology	2006	2
Buffalo, NY	Information Technology	1996	1
Peachtree Corners, GA	Information Technology	2008	1
Lexington, MA	Information Technology	2002	3
Framingham, MA	Medical/Health/Life Science	2015	2
Fremont, CA	Information Technology	1998	10
Oakland, CA	Non-High Technology	1988	1
Sunnyvale, CA	Medical/Health/Life Science	2014	1
West Concord, MA	Information Technology	2008	1
San Francisco, CA	Medical/Health/Life Science	2002	1
Centennial, CO	Non-High Technology	2020	1
Charlotte, NC	Non-High Technology	1982	2
Columbus, OH	Information Technology	1988	1
South San Francisco, CA	Medical/Health/Life Science	1992	2
San Francisco, CA	Non-High Technology	1996	3
Los Gatos, CA	Non-High Technology	2003	1
Boulder, CO	Medical/Health/Life Science	1991	1
Campbell, CA	Information Technology	2015	3
Foster City, CA	Non-High Technology	2015	1
Los Angeles, CA	Medical/Health/Life Science	2009	1
King of Prussia, PA	Non-High Technology	2009	2
Columbus, OH	Information Technology	1998	1
Austin, TX	Information Technology	2004	13
Alpharetta, GA	Information Technology	2001	3
Phoenix, AZ	Non-High Technology	1985	1
Charlottesville, VA	Information Technology	2020	1
New York, NY	Information Technology	2000	177
Arlington, VA	Information Technology	1995	1
Scottsdale, AZ	Medical/Health/Life Science	2010	1
Tempe, AZ	Information Technology	2004	1
San Mateo, CA	Information Technology	2018	10
Scottsdale, AZ	Information Technology	2003	2
Richardson, TX	Information Technology	2016	1
Phoenix, AZ	Non-High Technology	1992	1
Tampa, FL	Information Technology	2005	1
San Antonio, TX	Information Technology	1999	1
Burlingame, CA	Non-High Technology	2019	3
Norwalk, CT	Non-High Technology	1985	1
Waltham, MA	Medical/Health/Life Science	1999	2
Denver, CO	Non-High Technology	1998	2
Foster City, CA	Medical/Health/Life Science	2014	1
Denver, CO	Non-High Technology	1982	3
Lake Forest, CA	Information Technology	2005	1
Bethlehem, PA	Medical/Health/Life Science	2002	1
Orem, UT	Information Technology	1986	1
Santa Barbara, CA	Information Technology	2018	2
Los Gatos, CA	Information Technology	2013	3
Charlotte, NC	Information Technology	2004	1
Redwood City, CA	Medical/Health/Life Science	1984	2
Santa Barbara, CA	Non-High Technology	2015	1
Sunnyvale, CA	Information Technology	2000	53
Peachtree Corners, GA	Non-High Technology	2003	1
San Ramon, CA	Information Technology	2017	2
Bothell, WA	Information Technology	2017	1
Louisville, CO	Information Technology	2011	2
Malvern, PA	Non-High Technology	2010	1
San Ramon, CA	Information Technology	2011	1
Cambridge, MA	Medical/Health/Life Science	2000	7
Baltimore, MD	Information Technology	2014	7
Baltimore, MD	Non-High Technology	1995	1
Tampa, FL	Non-High Technology	2019	1
Florence-Graham, CA	Non-High Technology	2011	1
New York, NY	Non-High Technology	1993	3
Florence-Graham, CA	Non-High Technology	1983	1
Redwood City, CA	Information Technology	2006	18
Columbia, MD	Medical/Health/Life Science	1985	1
Austin, TX	Information Technology	2003	13
Madison, WI	Non-High Technology	2018	1
El Segundo, CA	Medical/Health/Life Science	1995	1
Pinehurst, MA	Medical/Health/Life Science	2006	1
Evanston, IL	Non-High Technology	2007	2
Bethlehem, PA	Medical/Health/Life Science	2018	1
Westborough, MA	Medical/Health/Life Science	2004	1
Santa Ana, CA	Information Technology	2000	4
Palo Alto, CA	Non-High Technology	2016	6
Boston, MA	Non-High Technology	2003	1
Albuquerque, NM	Information Technology	2018	1
Gaithersburg, MD	Medical/Health/Life Science	2019	1
Bethesda, MD	Medical/Health/Life Science	2005	1
Alpharetta, GA	Non-High Technology	1998	1
Pittsburgh, PA	Non-High Technology	2005	1
San Francisco, CA	Non-High Technology	1990	1
Alexandria, VA	Non-High Technology	2011	1
Lexington, MA	Information Technology	1998	2
Los Angeles, CA	Non-High Technology	1986	4
Brisbane, CA	Information Technology	2005	1
Durham, NC	Medical/Health/Life Science	2005	3
Johns Creek, GA	Information Technology	1996	1
Nashville-Davidson, TN	Medical/Health/Life Science	2010	1
Austin, TX	Information Technology	1987	1
Florence-Graham, CA	Information Technology	2007	2
Santa Rosa, CA	Information Technology	2017	1
Pittsburgh, PA	Medical/Health/Life Science	2011	1
Tempe, AZ	Information Technology	2000	6
Santa Barbara, CA	Non-High Technology	2000	1
New Haven, CT	Non-High Technology	1984	1
Bellevue, WA	Information Technology	1991	2
Columbus, OH	Information Technology	2008	1
San Carlos, CA	Information Technology	2007	2
Walnut Creek, CA	Information Technology	1999	6
Costa Mesa, CA	Medical/Health/Life Science	1986	2
Buffalo, NY	Information Technology	1998	1
Tulsa, OK	Non-High Technology	2004	1
Reston, VA	Information Technology	2001	5
Boulder, CO	Non-High Technology	2009	1
Plano, TX	Medical/Health/Life Science	1992	2
Newton, MA	Medical/Health/Life Science	2015	2
Lake Forest, CA	Medical/Health/Life Science	1998	2
Broomfield, CO	Non-High Technology	1999	1
Reston, VA	Non-High Technology	2001	1
Irvine, CA	Information Technology	2006	4
Bothell, WA	Medical/Health/Life Science	2000	2
Boston, MA	Medical/Health/Life Science	2017	17
Milwaukee, WI	Medical/Health/Life Science	1989	1
Andover, MA	Information Technology	1998	1
Birmingham, AL	Medical/Health/Life Science	1984	1
Stamford, CT	Information Technology	1999	5
Scottsdale, AZ	Information Technology	2010	1
Broomfield, CO	Information Technology	1998	2
Irving, TX	Medical/Health/Life Science	1984	1
Oklahoma City, OK	Non-High Technology	1982	1
Alameda, CA	Medical/Health/Life Science	1986	1
Cambridge, MA	Information Technology	1994	3
Torrance, CA	Information Technology	1981	2
Boston, MA	Information Technology	2009	13
Denver, CO	Non-High Technology	2016	1
Buffalo, NY	Medical/Health/Life Science	2005	1
Horsham, PA	Medical/Health/Life Science	1998	1
New York, NY	Non-High Technology	1988	4
Memphis, TN	Information Technology	2014	5
Newark, CA	Information Technology	1994	1
Atlanta, GA	Non-High Technology	1999	4
Cambridge, MA	Non-High Technology	2001	1
Oakland, CA	Information Technology	2010	3
Pleasanton, CA	Information Technology	2002	6
Alpharetta, GA	Information Technology	2011	2
San Mateo, CA	Information Technology	1997	8
Cupertino, CA	Information Technology	1995	7
Orlando, FL	Information Technology	2017	1
Pleasanton, CA	Medical/Health/Life Science	1999	1
Alameda, CA	Information Technology	2018	1
Bethlehem, PA	Information Technology	2018	1
New York, NY	Information Technology	2007	53
Westport, CT	Information Technology	2014	1
Colorado Springs, CO	Information Technology	2006	1
Cambridge, MA	Information Technology	2017	12
Santa Barbara, CA	Information Technology	2006	1
Phoenix, AZ	Information Technology	2004	1
Bellevue, WA	Medical/Health/Life Science	2010	1
Malvern, PA	Medical/Health/Life Science	2004	3
Cambridge, MA	Medical/Health/Life Science	1981	3
Johns Creek, GA	Information Technology	2006	2
San Carlos, CA	Information Technology	1995	1
Beaverton, OR	Non-High Technology	2011	1
New York, NY	Non-High Technology	2003	5
Emeryville, CA	Information Technology	2002	2
El Segundo, CA	Information Technology	1998	2
Carlsbad, CA	Non-High Technology	1985	1
Jacksonville, FL	Information Technology	2000	4
Bellevue, WA	Information Technology	2003	2
Norwalk, CT	Information Technology	2010	1
Hillsboro, OR	Information Technology	1990	1
Philadelphia, PA	Medical/Health/Life Science	2006	1
Lexington, MA	Information Technology	1996	1
Oklahoma City, OK	Medical/Health/Life Science	2017	2
Portland, OR	Information Technology	2003	3
Milpitas, CA	Information Technology	2000	17
Los Altos, CA	Information Technology	2019	7
Pasadena, CA	Medical/Health/Life Science	2001	1
Columbia, MD	Medical/Health/Life Science	2001	1
Emeryville, CA	Information Technology	2007	4
